,emb_id,data_type,ImageBind_PCA_x,ImageBind_PCA_y,ImageBind_UMAP_x,ImageBind_UMAP_y,ImageBind_TSNE_x,ImageBind_TSNE_y
252,52,audio,0.01421696155289324,0.20184990855343934,7.647665,6.886797,0.48626710198083606,-0.2570349056104089
253,53,audio,-0.07517028499194342,0.5039658863831644,5.822307,5.6866407,-0.6299224015787417,-7.706594788228526
254,54,audio,-0.06558527579514968,0.5829991366471245,5.928489,5.426347,1.1430131974604554,-6.269553988185465
255,55,audio,-0.07394742938450087,0.4009518382325385,8.337854,5.836733,-3.551091482647149,-2.247827262411984
256,56,audio,-0.07562781229071376,0.3954003646490559,7.9025035,6.3495626,-2.0949256607686655,-0.9004120499329027
257,57,audio,-0.170075343747213,0.41367047946446905,5.955082,5.658326,-2.6169971062344928,-5.78287670652194
258,58,audio,-0.03867672977131613,0.2377492752323795,8.286209,5.4576516,-3.90343718686305,-3.2190881245061065
259,59,audio,-0.15241057344747536,0.31603241112289987,8.138398,5.984953,-3.4442227766663414,-1.227642249623327
260,60,audio,-0.05037032869356486,0.5053128383772008,6.2639184,5.924986,-1.841426311194982,-7.321105650976087
261,61,audio,-0.054386583884162905,0.5292288797922325,6.0324993,4.881993,0.7566884198287009,-4.773954853594942
262,62,audio,-0.0364733289684417,0.439180493774968,7.9416804,5.480169,-4.94366975502425,-3.7516363603581215
263,63,audio,-0.15538195665264098,0.17870977297006005,8.766661,6.364016,-4.504119244734446,0.3079457583381991
264,64,audio,-0.11661017201315624,0.2870026189139734,8.774838,6.506269,-3.8632365439543883,0.8908525048503401
265,65,audio,-0.09307497385619853,0.4032281062486774,7.905134,6.585579,-1.7231053081047585,3.252972053262241
266,66,audio,-0.07608298075680803,0.5985318604667547,6.137219,5.9625196,0.49927420781639226,-7.1822509593067725
267,67,audio,-0.08522866285604357,0.14523317654469864,8.264094,7.187367,-3.079493399361358,4.506437041470256
268,68,audio,-0.0069836480710715205,0.35097377821392683,8.062452,5.5197563,-5.112312650161876,-3.472980048362959
269,69,audio,-0.04873723255762286,0.6125694534569326,6.177175,5.3365054,-0.3269921592721463,-5.997749505612809
270,70,audio,-0.09080548999839105,0.5982231418980057,6.122158,4.7935205,0.3404802894536549,-4.8942679783942715
271,71,audio,0.03224303772824549,-0.016531542165949657,8.603142,7.4239826,1.9170012350657182,2.7176172613940675
272,72,audio,-0.057981430972204345,0.5209626204319939,5.8085265,5.093104,1.3491450438796735,-5.657240425987302
273,73,audio,-0.03442180328499235,0.421800461711892,6.0521593,5.300766,2.2964839153564927,-5.5630203246146035
274,74,audio,-0.09771031653231414,0.5264481867515773,5.704339,5.3818007,1.4928053391834237,-6.857203435494319
275,75,audio,-0.007688140198857493,0.12983381996219295,8.501535,7.3004208,-0.498480293776754,4.806867727141179
276,76,audio,-0.01949397122192478,0.45982047347950034,6.184527,5.9793057,-1.1403331977720093,-7.59871113547038
277,77,audio,-0.04991238846965363,0.2126501361443072,8.076736,7.4099503,-1.8577901627616527,5.059955314135767
278,78,audio,-0.05767492161368266,0.10066615783537647,8.786465,7.0064793,-2.2695826483366885,1.984916469478015
279,79,audio,-0.04694345976155956,0.16685614554044187,7.5389447,7.4605975,-3.636218689803334,6.2580871127584565
280,80,audio,-0.03729743505133136,0.1430150938913174,8.323777,7.9522324,-1.6603795089927464,7.0653723984875185
281,81,audio,0.028364745417401874,-0.022218402582909642,8.169009,7.6891127,-0.8428188743633732,5.778547445817253
282,82,audio,-0.08971152517948794,0.3301793608958927,8.366283,6.5733705,-2.8793529424754327,0.7926311730127871
283,83,audio,-0.1374495322529433,0.1679572265893017,9.042642,6.5134287,-4.757423529336235,1.4878530230285039
284,84,audio,-0.02828609819995861,0.1377854661553542,7.3960633,6.859089,1.4157439768109543,-0.7894949419444834
285,85,audio,0.031786502537679166,0.11114158206367515,8.16376,7.877939,-2.0710510441978593,6.385117135648714
286,86,audio,-0.09699459810340681,0.3083257986533034,8.02631,5.811019,-4.992699157102679,-1.7041653967214634
287,87,audio,-0.07099371634610567,0.5592320021395415,5.9860816,5.812301,-0.2945609247009616,-8.397769325908145
288,88,audio,-0.05742618812045443,0.32271871925672185,6.4917493,5.726722,-2.7761837903975466,-7.919888349738756
289,89,audio,-0.031081627234743767,0.1222749086292694,8.592709,7.145717,-1.4761011799788515,1.872703246190182
290,90,audio,-0.08004508198537573,0.2613067984267253,8.993901,6.6591616,-4.088813100665952,1.641466580125509
291,91,audio,-0.10139853125639078,0.1924489686783061,8.794131,6.512929,-3.873634867208595,0.682032554849141
292,92,audio,-0.10236174946272619,0.630387459948428,5.8838553,5.964977,0.13901110493284377,-8.34393462513412
293,93,audio,-0.11309929062047089,0.49932389705367847,5.7697363,5.7200623,1.2485316804645532,-8.137459254914182
294,94,audio,0.008554267225503205,0.12935104402056605,8.70973,7.31668,1.4156507008536225,2.795486043630061
295,95,audio,-0.07759045574649333,0.48297736101420324,7.7915874,6.1501226,-1.8385629807982942,-1.382117222314257
296,96,audio,-0.10810091656354728,0.27821968192275465,8.2149105,6.3428483,-2.6553382233814364,0.03329521086536185
297,97,audio,-0.1219392775253821,0.4721966858402376,7.9111476,6.036261,-2.737780478771321,-2.1354873180634084
298,98,audio,-0.04859334742384888,0.5523790807678618,5.888815,4.924413,1.1308904304624037,-5.038835910359945
299,99,audio,-0.11414150993512909,0.09431841347955473,8.9899,6.62476,-3.9865370270998115,1.9609394224281447
